Date,N225 Open,N225 High,N225 Low,N225 Close,N225 Adj Close,N225 Volume,RUT Open,RUT High,RUT Low,RUT Close,RUT Adj Close,RUT Volume,STOXX50E Open,STOXX50E High,STOXX50E Low,STOXX50E Close,STOXX50E Adj Close,STOXX50E Volume,IXIC Open,IXIC High,IXIC Low,IXIC Close,IXIC Adj Close,IXIC Volume,DJI Open,DJI High,DJI Low,DJI Close,DJI Adj Close,DJI Volume,GSPC Open,GSPC High,GSPC Low,GSPC Close,GSPC Adj Close,GSPC Volume,USD,GBP,EUR,CAD,CHF,SEK,DKK,NOK,AUD,NZD,ZAR,BHD,CNY,HKD,INR,PHP,SGD,THB,KWD,SAR,AED,MXN,PGK,HUF,CZK,PLN,IDR(100),MYR,KRW(100),TWD,Answer
2014-01-30,15112.700195,15112.700195,14853.830078,15007.05957,15007.05957,221200.0,1130.349976,1144.540039,1130.349976,1139.359985,1139.359985,35475100,3027.300049,3027.300049,3027.300049,3027.300049,3027.300049,0.0,4098.810059,4135.839844,4094.169922,4123.129883,4123.129883,2168410000,15743.030272999997,15907.530272999997,15733.269531,15848.610352000003,15848.610352000003,92100000,1777.1700440000004,1798.77002,1777.1700440000004,1794.189941,1794.189941,3547510000,102.2,169.25,139.55,91.39,114.23,15.81,18.7,16.56,89.39,83.92,9.04,271.45,16.94,13.16,1.64,2.26,80.03,3.1,362.93,27.26,27.83,7.62,43.13,0.45,5.08,33.08,0.84,30.55,9.56,3.37,0
2014-01-31,15132.230469,15143.879883,14764.570313,14914.530272999997,14914.530272999997,217400.0,1127.150024,1137.969971,1124.670044,1130.880005,1130.880005,40596900,3013.959961,3013.959961,3013.959961,3013.959961,3013.959961,0.0,4068.629883,4124.919922,4067.610107,4103.879883,4103.879883,2300570000,15847.19043,15847.19043,15617.549805,15698.849609,15698.849609,137090000,1790.880005,1793.880005,1772.2600100000002,1782.589966,1782.589966,4059690000,102.86,169.66,139.42,92.17,113.98,15.79,18.68,16.48,90.76,84.03,9.19,273.2,17.06,13.24,1.65,2.27,80.64,3.11,364.49,27.44,28.01,7.7,43.3,0.45,5.07,32.98,0.84,30.75,9.53,3.39,0
2014-02-03,14788.55957,14846.929688,14615.049805,14619.129883,14619.129883,202800.0,1130.099976,1130.75,1091.170044,1094.579956,1094.579956,47260400,2963.959961,2963.959961,2963.959961,2963.959961,2963.959961,0.0,4105.060059,4113.549805,3989.949951,3996.959961,3996.959961,2617030000,15697.69043,15708.540038999998,15356.169922,15372.799805,15372.799805,151050000,1782.680054,1784.8299559999996,1739.660034,1741.890015,1741.890015,4726040000,102.28,168.12,137.97,92.0,112.77,15.62,18.49,16.31,89.71,82.98,9.19,271.59,16.94,13.17,1.63,2.26,80.14,3.1,362.18,27.28,27.85,7.65,42.86,0.44,5.02,32.39,0.84,30.58,9.49,3.38,0
2014-02-04,14353.330078,14355.919922,14008.469727000003,14008.469727000003,14008.469727000003,294300.0,1099.689941,1107.619995,1094.449951,1102.839966,1102.839966,40684100,2962.48999,2962.48999,2962.48999,2962.48999,2962.48999,0.0,4019.439941,4044.199951,4004.580078,4031.52002,4031.52002,2173360000,15372.929688,15481.849609,15356.620117,15445.240234,15445.240234,124110000,1743.819946,1758.72998,1743.819946,1755.199951,1755.199951,4068410000,101.24,165.14,136.92,91.18,112.28,15.46,18.34,16.11,88.49,81.62,9.01,268.83,16.79,13.04,1.62,2.23,79.4,3.07,359.39,27.0,27.57,7.48,42.52,0.44,4.98,32.22,0.83,30.27,9.31,3.34,0
2014-02-05,14213.099609,14245.05957,13995.860352000003,14180.379883,14180.379883,280200.0,1097.630005,1098.670044,1082.719971,1093.589966,1093.589966,39842900,2962.51001,2962.51001,2962.51001,2962.51001,2962.51001,0.0,4015.5,4026.280029,3968.189941,4011.550049,4011.550049,2168360000,15443.0,15478.209961000002,15340.69043,15440.230469,15440.230469,105130000,1753.380005,1755.790039,1737.9200440000004,1751.640015,1751.640015,3984290000,101.59,165.95,137.34,91.63,112.42,15.59,18.4,16.18,90.5,83.43,9.16,269.68,16.85,13.09,1.63,2.24,80.14,3.1,359.99,27.1,27.67,7.63,42.67,0.45,4.99,32.67,0.83,30.63,9.42,3.36,1
2014-02-06,14233.419922,14308.070313,14155.120117,14155.120117,14155.120117,192900.0,1095.650024,1107.439941,1095.630005,1103.930054,1103.930054,38254100,3010.790039,3010.790039,3010.790039,3010.790039,3010.790039,0.0,4022.659912,4064.060059,4022.169922,4057.120117,4057.120117,1942700000,15443.830078,15632.089844,15443.0,15628.530272999997,15628.530272999997,106980000,1752.9899899999998,1774.060059,1752.9899899999998,1773.430054,1773.430054,3825410000,101.59,165.82,137.5,91.78,112.38,15.58,18.43,16.31,91.14,83.69,9.16,269.76,16.87,13.09,1.63,2.25,80.11,3.11,360.12,27.1,27.67,7.66,42.57,0.44,5.0,32.84,0.83,30.69,9.46,3.36,0
2014-02-07,14387.110352000003,14471.950195,14356.589844,14462.410156,14462.410156,186100.0,1107.300049,1116.619995,1104.910034,1116.550049,1116.550049,37759900,3038.48999,3038.48999,3038.48999,3038.48999,3038.48999,0.0,4081.820068,4126.509765999999,4069.929932,4125.8598630000015,4125.8598630000015,2055850000,15630.639647999997,15798.509766,15625.530272999997,15794.080078,15794.080078,105780000,1776.0100100000002,1798.030029,1776.0100100000002,1797.02002,1797.02002,3775990000,102.04,166.54,138.66,92.19,113.29,15.7,18.58,16.42,91.48,84.05,9.26,270.95,16.95,13.15,1.64,2.26,80.5,3.12,361.59,27.22,27.79,7.69,42.86,0.45,5.05,33.12,0.84,30.77,9.5,3.37,1
2014-02-10,14647.830078,14725.919922,14568.299805,14718.339844,14718.339844,149800.0,1116.579956,1118.890015,1109.109985,1118.72998,1118.72998,33121600,3032.530029,3032.530029,3032.530029,3032.530029,3032.530029,0.0,4125.120117,4148.299805,4122.6098630000015,4148.169922,4148.169922,1811970000,15793.629883,15801.790038999998,15733.69043,15801.790038999998,15801.790038999998,84110000,1796.199951,1799.939941,1791.8299559999996,1799.839966,1799.839966,3312160000,102.5,168.21,139.66,92.8,113.99,15.79,18.71,16.59,91.75,84.88,9.27,272.17,17.0,13.21,1.65,2.28,80.92,3.13,362.06,27.34,27.91,7.73,43.05,0.45,5.09,33.38,0.84,30.82,9.56,3.39,1
2014-02-12,14821.730469,14874.790038999998,14769.040038999998,14800.05957,14800.05957,165100.0,1130.180054,1137.439941,1129.050049,1132.540039,1132.540039,33263800,3094.889893,3094.889893,3094.889893,3094.889893,3094.889893,0.0,4196.850098,4212.6098630000015,4190.3901369999985,4201.290039,4201.290039,2035890000,15993.040038999998,16036.55957,15928.75,15963.94043,15963.94043,77310000,1820.119995,1826.550049,1815.969971,1819.26001,1819.26001,3326380000,102.5,168.58,139.76,93.01,114.08,15.91,18.73,16.72,92.49,85.2,9.33,272.1,16.98,13.21,1.65,2.28,80.82,3.14,363.35,27.34,27.91,7.7,42.95,0.45,5.07,33.53,0.85,30.79,9.61,3.39,1
2014-02-13,14785.839844,14787.620117,14488.320313,14534.740234,14534.740234,148400.0,1125.650024,1147.800049,1124.400024,1147.790039,1147.790039,32895100,3097.949951,3097.949951,3097.949951,3097.949951,3097.949951,0.0,4171.580078,4240.669922,4170.470215,4240.669922,4240.669922,2249990000,15946.990234,16039.370117,15863.25,16027.589844,16027.589844,99470000,1814.819946,1830.25,1809.219971,1829.829956,1829.829956,3289510000,102.51,170.29,139.37,93.08,113.85,15.89,18.68,16.76,91.77,85.22,9.33,272.13,16.99,13.22,1.65,2.29,80.98,3.16,363.64,27.34,27.91,7.69,42.85,0.45,5.07,33.46,0.85,30.87,9.66,3.39,0
2014-02-14,14538.200195,14678.709961000002,14243.169922,14313.030272999997,14313.030272999997,204200.0,1148.319946,1149.900024,1142.670044,1149.209961,1149.209961,31147500,3119.060059,3119.060059,3119.060059,3119.060059,3119.060059,0.0,4237.0,4250.910156,4225.75,4244.02002,4244.02002,1881510000,16018.080078,16175.549805,15985.389647999997,16154.389647999997,16154.389647999997,84060000,1828.459961,1841.650024,1825.589966,1838.630005,1838.630005,3114750000,102.28,170.31,139.91,93.19,114.45,15.84,18.75,16.76,91.99,85.38,9.32,271.59,16.94,13.19,1.65,2.28,80.87,3.14,363.08,27.28,27.85,7.72,42.75,0.45,5.09,33.66,0.86,30.83,9.64,3.38,0
2014-02-18,14514.469727000003,14900.240234,14469.490234,14843.240234,14843.240234,206500.0,1151.890015,1162.22998,1151.150024,1161.47998,1161.47998,34211100,3117.439941,3117.439941,3117.439941,3117.439941,3117.439941,0.0,4253.709961,4277.330078,4243.560059,4272.779785,4272.779785,1886210000,16153.969727000003,16167.330078,16107.040038999998,16130.400391,16130.400391,91250000,1839.030029,1842.869995,1835.01001,1840.76001,1840.76001,3421110000,102.18,170.82,139.99,93.3,114.53,15.82,18.76,16.8,92.66,85.57,9.43,271.32,16.93,13.18,1.66,2.3,81.18,3.17,362.98,27.25,27.82,7.74,42.71,0.46,5.12,33.77,0.87,31.01,9.62,3.38,1
2014-02-19,14729.480469,14805.660156,14679.19043,14766.530272999997,14766.530272999997,153900.0,1158.329956,1163.959961,1148.709961,1149.069946,1149.069946,36615700,3120.800049,3120.800049,3120.800049,3120.800049,3120.800049,0.0,4260.740234000001,4274.290039,4232.379883,4237.950195,4237.950195,1956720000,16126.230469,16225.719727000003,16031.660156,16040.55957,16040.55957,80560000,1838.900024,1847.5,1826.98999,1828.75,1828.75,3661570000,102.33,170.76,140.86,93.42,115.31,15.78,18.88,16.95,92.13,84.83,9.42,271.79,16.96,13.2,1.65,2.3,81.07,3.14,363.78,27.29,27.86,7.73,42.77,0.45,5.16,34.01,0.87,30.94,9.6,3.38,0
2014-02-20,14701.139647999997,14731.480469,14428.730469,14449.179688,14449.179688,172000.0,1150.23999,1163.02002,1148.660034,1162.119995,1162.119995,34049800,3121.590088,3121.590088,3121.590088,3121.590088,3121.590088,0.0,4241.459961,4272.339844,4226.75,4267.549805,4267.549805,1992780000,16044.150391,16161.639647999997,16006.589844,16133.230469,16133.230469,77720000,1829.23999,1842.790039,1824.579956,1839.780029,1839.780029,3404980000,102.25,170.57,140.46,92.28,115.07,15.69,18.81,16.82,92.07,84.69,9.27,271.58,16.9,13.18,1.65,2.29,80.93,3.14,363.62,27.27,27.84,7.67,42.74,0.45,5.14,33.75,0.87,30.96,9.55,3.38,0
2014-02-21,14618.610352000003,14888.80957,14618.610352000003,14865.669922,14865.669922,138700.0,1166.25,1168.430054,1163.51001,1164.630005,1164.630005,34038800,3131.669922,3131.669922,3131.669922,3131.669922,3131.669922,0.0,4282.169922,4284.850098,4261.629883,4263.410156,4263.410156,2138250000,16135.919922,16191.919922,16093.799805,16103.299805,16103.299805,126580000,1841.069946,1846.130005,1835.599976,1836.25,1836.25,3403880000,102.53,170.85,140.67,92.19,115.25,15.69,18.85,16.83,92.24,85.23,9.33,272.32,16.9,13.22,1.65,2.29,81.11,3.16,364.23,27.35,27.92,7.72,43.06,0.45,5.15,33.81,0.87,31.1,9.57,3.38,1
2014-02-24,14803.639647999997,14982.530272999997,14658.139647999997,14837.679688,14837.679688,159500.0,1166.73999,1180.290039,1166.73999,1174.550049,1174.550049,40145300,3157.310059,3157.310059,3157.310059,3157.310059,3157.310059,0.0,4273.319824,4311.129883,4272.1098630000015,4292.970215,4292.970215,2161300000,16102.269531,16300.040038999998,16102.269531,16207.139647999997,16207.139647999997,244580000,1836.780029,1858.709961,1836.780029,1847.609985,1847.609985,4014530000,102.59,170.63,140.98,92.29,115.67,15.71,18.89,16.9,91.99,84.93,9.37,272.41,16.81,13.23,1.65,2.3,80.87,3.14,364.83,27.36,27.94,7.74,42.78,0.46,5.16,33.96,0.88,31.11,9.53,3.38,0
2014-02-25,15002.509766,15094.540038999998,14957.490234,15051.599609,15051.599609,139500.0,1176.0,1179.339966,1171.170044,1173.949951,1173.949951,35155600,3157.47998,3157.47998,3157.47998,3157.47998,3157.47998,0.0,4298.47998,4307.509765999999,4275.799805,4287.589844,4287.589844,2137150000,16207.339844,16254.259766,16147.25,16179.660156,16179.660156,99470000,1847.660034,1852.910034,1840.189941,1845.119995,1845.119995,3515560000,102.55,170.79,140.82,92.68,115.35,15.77,18.87,17.0,92.65,85.43,9.49,272.23,16.81,13.22,1.66,2.3,81.21,3.16,364.56,27.35,27.92,7.74,42.87,0.46,5.16,33.87,0.88,31.32,9.58,3.39,1
2014-02-26,14896.490234,15084.530272999997,14896.490234,14970.969727000003,14970.969727000003,126600.0,1176.109985,1188.060059,1173.910034,1181.719971,1181.719971,37167300,3148.189941,3148.189941,3148.189941,3148.189941,3148.189941,0.0,4300.450195,4316.819824,4278.540039,4292.060059,4292.060059,2108270000,16180.360352000003,16252.349609,16155.860352000003,16198.410156,16198.410156,93980000,1845.790039,1852.650024,1840.660034,1845.160034,1845.160034,3716730000,102.2,170.5,140.46,92.16,115.22,15.73,18.83,16.92,91.88,85.08,9.52,271.38,16.69,13.17,1.65,2.29,80.78,3.15,363.44,27.26,27.83,7.72,42.72,0.46,5.15,33.82,0.88,31.13,9.52,3.37,0
2014-02-27,14939.870117,15015.009766,14844.370117,14923.110352000003,14923.110352000003,160300.0,1179.280029,1187.939941,1176.640015,1187.939941,1187.939941,35474600,3134.939941,3134.939941,3134.939941,3134.939941,3134.939941,0.0,4291.470215,4322.459961,4284.779785,4318.930176,4318.930176,2049160000,16197.700195,16276.280272999997,16159.80957,16272.650391,16272.650391,97640000,1844.900024,1854.530029,1841.130005,1854.290039,1854.290039,3547460000,102.37,170.61,140.09,91.95,114.94,15.71,18.77,16.92,91.44,85.14,9.44,271.83,16.73,13.19,1.66,2.3,80.8,3.15,363.66,27.3,27.87,7.66,42.07,0.45,5.14,33.57,0.88,31.21,9.58,3.38,0
2014-02-28,14929.549805,14943.650391,14735.519531,14841.070313,14841.070313,160500.0,1189.189941,1193.5,1177.199951,1183.030029,1183.030029,39174500,3149.22998,3149.22998,3149.22998,3149.22998,3149.22998,0.0,4323.52002,4342.589844,4275.6098630000015,4308.120117,4308.120117,2617730000,16273.230469,16398.949219,16226.089844,16321.709961000002,16321.709961000002,122110000,1855.119995,1867.920044,1847.670044,1859.449951,1859.449951,3917450000,101.9,170.09,139.67,91.55,114.71,15.64,18.72,16.87,91.34,85.53,9.53,270.58,16.69,13.13,1.65,2.28,80.51,3.12,362.38,27.18,27.75,7.69,41.88,0.45,5.09,33.61,0.88,31.1,9.58,3.37,0
2014-03-03,14666.929688,14684.700195,14443.099609,14652.230469,14652.230469,146900.0,1174.22998,1179.619995,1164.77002,1176.359985,1176.359985,34282200,3053.98999,3053.98999,3053.98999,3053.98999,3053.98999,0.0,4261.419922,4284.149902,4239.649902,4277.299805,4277.299805,2077500000,16321.709961000002,16321.709961000002,16071.25,16168.030272999997,16168.030272999997,92760000,1857.680054,1857.680054,1834.439941,1845.72998,1845.72998,3428220000,101.31,169.55,139.54,91.57,115.15,15.77,18.7,16.84,90.12,84.61,9.36,268.94,16.54,13.05,1.64,2.27,79.88,3.11,360.15,27.02,27.58,7.6,41.54,0.45,5.12,33.41,0.87,30.84,9.44,3.34,0
2014-03-04,14553.950195,14750.089844,14546.339844,14721.480469,14721.480469,125600.0,1187.280029,1212.819946,1187.280029,1208.650024,1208.650024,37657700,3136.330078,3136.330078,3136.330078,3136.330078,3136.330078,0.0,4327.850098,4357.209961,4327.540039,4351.970215,4351.970215,2477850000,16169.320313,16419.490234,16169.320313,16395.880859,16395.880859,96120000,1849.22998,1876.22998,1849.22998,1873.910034,1873.910034,3765770000,101.55,169.22,139.48,91.7,114.94,15.68,18.69,16.78,90.86,84.99,9.33,269.58,16.57,13.09,1.64,2.27,80.0,3.12,360.87,27.09,27.65,7.64,41.38,0.45,5.11,33.03,0.88,30.93,9.49,3.35,1
